ARTIST,SONG,MF CODE,TRACK
Sara Maclachman,I'll Be There For You,IMPK13,01
Sara Mclachlan,Adia,SPC021,13
Sara Mclachlan,Angel,SPC021,11
Sara Mclachlan,Building A Mystery,PHM9708,03
Sara Mclachlan,I Will Remember You,SPC021,12
Sara Storer,Calling Me Home,SFKK47,11
Sarah Brightman,Deliver Me,SC8542,06
Sarah Brightman And Andrea Bo,Time To Say Goodbye,LEG244,01
Sarah Brightman And Hot Gossi,I Lost My Heart To A Starship Troop,ZKH10,01
Sarah Connor,Bounce,PHM0404,08
Sarah Connor,He's Unbelievable,KK017,06
Sarah Connor,Just One Last Dance,HSW021,04
Sarah Maclachlan,Angel,SFMW895,09
Sarah Mclachlan,Adia,ZPA072,07
Sarah Mclachlan,Aida,SF124,10
Sarah Mclachlan,Angel,ZPA072,09
Sarah Mclachlan,Angel City Of Angels,SC8484,05
Sarah Mclachlan,Building A Mystery,SGB0032,02
Sarah Mclachlan,Dirty Little Secret,ZPA072,08
Sarah Mclachlan,Do What You Have To Do,SC2255,08
Sarah Mclachlan,Drifting,ZPA075,07
Sarah Mclachlan,Fallen,ZPA072,12
Sarah Mclachlan,Full Of Grace,ZPA075,08
Sarah Mclachlan,Fumbling Towards Ecstasy,PI051,02
Sarah Mclachlan,Good Enough,MM6096,10
Sarah Mclachlan,I Love You,SFMW897,05
Sarah Mclachlan,I Will Remember You,ZPA075,09
Sarah Mclachlan,I Will Remember You (Live),SC8545,01
Sarah Mclachlan,Ice Cream,SGB0030,07
Sarah Mclachlan,Ice Cream (Live),SC8565,13
Sarah Mclachlan,Ordinary Miracle,PHM0704,07
Sarah Mclachlan,Possession,SC8277,03
Sarah Mclachlan,Prayer Of Saint Francis,SFPL021,15
Sarah Mclachlan,Push,ZPA072,10
Sarah Mclachlan,Stupid,CB40445,08
Sarah Mclachlan,Sweet Surrender,SGB0008,16
Sarah Mclachlan,Train Wreck,ZPA072,11
Sarah Mclachlan,U Want Me 2,CB40445,10
Sarah Mclachlan,World On Fire,ZPA075,10
Sarah Mclachlan And Delerium,Silence,LEG215,13
Sarah Mclaughlin,Sweet Surrender,PHM9801,06
Sarah Michelle Gellar,Going Through The Motions,SFMW887,01
Sarah Michelle Gellar,Overture Going Through The Motions,SFPL021,01
Sarah Michelle Gellar And Jam,Something To Sing About,SFPL021,05
Sarah Vaughan,Make Yourself Comfortable,SC8415,09
Sarah Vaughan,Misty,SAVP010,19
Sarah Vaughan,Moonlight In Vermont,SC8124,13
Sarah Vaughan,Whatever Lola Wants,SC8196,02
Sarah Vaughn,It Might As Well Be Spring,LEG016,12
Sarah Vaughn,Misty,LEG016,14
Sarah Vaughn,Moonlight In Vermont,LEG016,13
Sarah Whatmore,Automatic,SF202,09
Sarah Whatmore,When I Lost You,SF196,13
Sarai,Ladies,PHM0309,01
Sarina Paris,Look At Us,TT061,12
Sash,Mysterious Times,SF124,16
Sash,Stay,SF115,07
Sash Feat Stunt,Raindrops (Encore Une Fois),SF274,14
Sasha,If You Believe,SC8661,13
Sass Jordan,You Don't Have To Remind Me,SC8338,01
Saturdays,30 Days,SF316,09
Saturdays,All Fired Up,ZPP11-1,02
Saturdays,Disco Love,SF332,12
Saturdays,Ego,ZPP08-1,08
Saturdays,Faster,SF312,10
Saturdays,Forever Is Over,ZPP08-1,12
Saturdays,Gentleman,SF329,08
Saturdays,Higher,SF298,02
Saturdays,If This Is Love,SF270,13
Saturdays,Issues,ZPP06-1,11
Saturdays,Just Can't Get Enough,ZPP06-1,12
Saturdays,Missing You,ZPP10-1,20
Saturdays,My Heart Takes Over,SF309,04
Saturdays,Up,ZPP05-2,14
Saturdays,Work,SF281,05
Saturdays And Flo Rida,Higher,MRTCH03,02
Saturdays Feat Sean Paul,What About Us,ZPP15-2,19
Savage Garden,Affirmation,SFMW804,02
Savage Garden,Animal Song,SGB0011,15
Savage Garden,Break Me Shake Me,SF126,12
Savage Garden,Crash And Burn,SGB0038,08
Savage Garden,Hold Me,SF174,12
Savage Garden,I Knew I Loved You,SGB0030,09
Savage Garden,I Want You,SF127,15
Savage Garden,To The Moon And Back,SF120,12
Savage Garden,Truly Madly Deeply,SGB0006,12
Save The Lies,Cilmi Gabriella,SFKK26,07
Saving Abel,Addicted,QH0305,09
Saving Abel,Drowning (Face Down),CBE10-24,17
Saving Jane,Butterflies,PHM0907,09
Saving Jane,Girl Next Door,PHM0602,04
Saving Jane,Happy,PHM0608,07
Saving Jane,Super Girl,PHM0809,05
Saw Doctors,I Used To Love Her,SF151,11
Saw Doctors,N 17,SF153,04
Sawyer Brown,800 Pound Jesus,SC8596,13
Sawyer Brown,All These Years,SC8352,06
Sawyer Brown,Another Side,SC8444,05
Sawyer Brown,Boys And Me,SC8215,05
Sawyer Brown,Cafe On The Corner,SC8400,01
Sawyer Brown,Circles,SC8753,05
Sawyer Brown,Did It For Love,CB20250,09
Sawyer Brown,Dirt Road,SC8131,12
Sawyer Brown,Drive Me Wild,SC3117,06
Sawyer Brown,Hard To Say,SC8260,10
Sawyer Brown,I Don't Believe In Goodbye,SC8160,14
Sawyer Brown,I Need A Girlfriend,CB20365,07
Sawyer Brown,I Will Leave The Light On,SC8253,02
Sawyer Brown,I'm In Love With Her,SC8546,06
Sawyer Brown,Lookin' For Love,TT037,09
Sawyer Brown,Perfect World,SC8623,10
Sawyer Brown,Puttin' The Dark Back Into The Nigh,CB20250,07
Sawyer Brown,Race Is On,MM6088,04
Sawyer Brown,Round Here,SC8216,11
Sawyer Brown,She's Gettin' There,SC8311,09
Sawyer Brown,Six Days On The Road,SC8370,09
Sawyer Brown,Some Girls Do,SC8101,10
Sawyer Brown,Step That Step,SC7556,05
Sawyer Brown,Thank God For You,SC8144,09
Sawyer Brown,This Missin' You Heart Of Mine,SC7570,07
Sawyer Brown,This Night Won't Last Forever,SC8384,09
Sawyer Brown,This Time,SC8149,04
Sawyer Brown,Treat Her Right,SC8267,07
Sawyer Brown,Trouble On The Line,SC8130,14
Sawyer Brown,Used To Blue,SC8564,12
Sawyer Brown,Walk,SC8265,12
Sawyer Brown,Wantin' And Havin' It All,SC8189,15
Sawyer Brown,When Love Comes Callin',CB20250,08
Saxon,Wheels Of Steel,SFMW842,05
Say (All I Need),One Republic,SFKK26,04
Scaffold,Lily The Pink,SF042,12
Scaffold,Thank You Very Much,SF089,10
Scaggs Boz,Breakdown Dead Ahead,SC9012,02
Scaggs Boz,Georgia,SC9012,05
Scaggs Boz,I'll Be The One,RB009,02
Scaggs Boz,What Do You Want The Girl To Do,SC9012,08
Scandal,Goodbye To You,SC8467,14
Scandal,Warrior,SGB0032,09
Scarlet,Independent Love Song,SC8263,07
Scarlett Belle,Closure,SFKK46,07
Scarlette Belle,Loverboy,SFKK54,12
Sciissor Sisters,Comfortably Numb,SFMW872,13
Scissor Siaters,Only The Horses,SFKK70,08
Scissor Sisters,Comfortably Numb,ZPA073,01
Scissor Sisters,Filthy Gorgeous,SF227,10
Scissor Sisters,Filthy/gorgeous,ZPA073,06
Scissor Sisters,Fire With Fire,ZPP09-1,10
Scissor Sisters,I Don't Feel Like Dancin,ZPP03-1,10
Scissor Sisters,I Don't Feel Like Dancin',THM2006,--
Scissor Sisters,I Don't Feel Like Dancing,SF247,01
Scissor Sisters,It Can't Come Quickly Enough,ZPA069,14
Scissor Sisters,Kiss You Off,SF256,05
Scissor Sisters,Land Of A Thousand Words,ZPP03-1,13
Scissor Sisters,Laura,ZPA073,02
Scissor Sisters,Lovers In The Backseat,ZPA069,13
Scissor Sisters,Mary,ZPA073,03
Scissor Sisters,Music Is The Victim,ZPA073,04
Scissor Sisters,Only The Horses,SF316,16
Scissor Sisters,Return To Oz,ZPA069,12
Scissor Sisters,She's My Man,SFKK16,05
Scissor Sisters,Take Your Mama,ZPP01-2,07
Scissor Sisters,Tits On The Radio,ZPA069,15
Scissor Sisters Vs Krystal Pe,Shady Love,SF313,14
Scooch,More Than I Need To Know,SF159,07
Scooter,Back In The Uk,SF034,14
Scorpions,No One Like You,SC8631,10
Scorpions,Rock You Like A Hurricane,SC8252,15
Scorpions,Still Loving You,SC8516,14
Scorpions,Wind Of Change,SF059,11
Scorpions,Zoo,SC8756,04
Scott Fitzgerald And Yvonne K,If I Had Words,HSW211,10
Scott Mckenzie,San Francisco,PI018,14
Scott Mckenzie,San Francisco (Be Sure To Wear Some,SC8441,08
Scott Mckenzie,San Francisco(Be Sure To Wear Some,MM6061,13
Scott Stapp,Great Divide,THMR0601,16
Scott Strapp,Thgreat Divide,PHM0512,02
Scott Walker,Joanna,SFMW817,15
Scotty Mccreary,I Love You This Big,CB5147-02,15
Scotty Mccreery,I Love You This Big,CB5147,32
Scouting For Girls,Elvis Ain't Dead,ZPP04-1,13
Scouting For Girls,Famous,ZPP09-1,09
Scouting For Girls,Heartbeat,SF266,11
Scouting For Girls,I Wish I Was James Bond,SF274,07
Scouting For Girls,It's Not About You,MRH048,12
Scouting For Girls,Love How It Hurts,ZPP11-1,19
Scouting For Girls,She's So Lovely,SF260,03
Scouting For Girls,Snakes And Ladders,ZPP14-2,09
Scouting For Girls,This Aint A Love Song,SFKK45,12
Scouting For Girls,This Ain't A Love Song,ZPP09-2,13
Screamin' Cheetah Wheelie,Boogie King,SC8508,03
Screamin' Jay Hawkins,I Put A Spell On You,SC8970,09
Screaming Trees,All I Know,SC8308,11
Screaming Trees,Nearly Lost You,SFMW913,13
Script,Break Even,SFKK34,13
Script,Breakeven,PHM1001,06
Script,For The First Time,ZPP10-1,09
Script,Hall Of Fame,ASK1301B,05
Script,If You Could See Me Now,SF326,10
Script,If You Ever Come Back,SFKK56,10
Script,Man Who Can't Be Moved,ZPP05-2,11
Script,Millionaires,SF330,08
Script,Nothing,SFKK53,03
Script,Six Degrees Of Separation,ASK1302A,07
Script,Six Degrees Of Separation (Clean),SF322,08
Script,Talk You Down,SFKK40,15
Script Feat B O B,Walk Away,PHM1104,07
Script Feat Will I Am,Hall Of Fame,ZPP14-1,11
Scritti Politti,Absolute,SFMW910,06
Scritti Politti,Perfect Way,SC8719,03
Scritti Politti,Wood Beez,SFMW915,02
Scritti Politti,Word Girl,SFMW887,10
Sea Horses,You Can Talk To Me,SF117,10
Seahorses,Blinded By The Sun,SF114,14
Seahorses,Love Is The Law,ZKH02,06
Seal,Crazy,SF001,08
Seal,Don't Cry,SC8233,12
Seal,Fly Like An Eagle,SC8340,12
Seal,Human Beings,SC8501,10
Seal,Kiss From A Rose,SFKK69,07
Seal,Love's Divine,PHM0407,07
Seal,Prayer For The Dying,SF026,02
Seal,This Could Be Heaven,SC8688,03
Seals And Croft,Diamond Girl,SC8192,02
Seals And Croft,Summer Breeze,SC8201,03
Seals And Croft,We May Never Pass This Way Again,SC8188,15
Seals And Crofts,Diamond Girl,LC010,03
Seals And Crofts,Get Closer,SC8650,03
Seals And Crofts,I'll Play For You,SC8641,02
Seals And Crofts,We May Never Pass This Way Again,CB5036-03R,09
Seals Brady,She,SC3026,05
Seamus Haji,Last Night A Dj Saved My Life,MRH037,17
Sean Kingston,Beautiful Girls,SFMW892,10
Sean Kingston,Dumb Love,PHM1012,07
Sean Kingston,Fire Burning,SF283,08
Sean Kingston,Me Love,SFKK21,15
Sean Kingston,Party All Night (Sleep All Day),SFKK63,05
Sean Kingston,Take You There,SC9022,09
Sean Kingston And Justin Bieb,Eenie Meenie,SF293,06
Sean Kingston Feat Justin Bie,Eenie Meenie,SFKK45,05
Sean Paul,Get Busy,SF206,07
Sean Paul,Gimme The Light,SC8937,09
Sean Paul,Give It Up To Me,THM2006,--
Sean Paul,I'm Still In Love With You,SF214,04
Sean Paul,Like Glue,SC8937,03
Sean Paul,On The Horizon,SF206,08
Sean Paul,She Doesn't Mind,SF315,04
Sean Paul,Temperature,THM2006,--
Sean Paul,We Be Burnin',SC8948,08
Sean Paul Alexis Jordan,Got To Love You,SFKK67,11
Sean Paul Feat Sasha,I'm Still In Love With You,KK027,05
Sean Paul Feat Sasha,Im'e Still In Love,HSW023,05
Searchers,Don't Throw Your Love Away,ZPA012,08
Searchers,Goodbye My Love,ZPA012,03
Searchers,Love Potion #9,ZKH03,08
Searchers,Love Potion Number 9,SPC030,22
Searchers,Love Potion Number Nine,ZPA012,09
Searchers,Needles And Pins,ZPA012,02
Searchers,Searchers Medley,ZPA012,11
Searchers,Someday We're Gonna Love Again,ZPA012,07
Searchers,Sugar And Spice,ZPA012,01
Searchers,Sweets For My Sweet,ZPA012,10
Searchers,Take It Or Leave It,ZPA012,05
Searchers,What Have They Done To The Rain,ZPA012,04
Searchers,When You Walk In The Room,ZPA012,06
Sebastian Ingrosso Tommy Tra,Reload,SF330,02
Secondhand Serenade,Fall For You,SFKK30,03
Secret Affair,Time For Action,SFMW878,05
Seeds,Pushin' Too Hard,SC8750,02
Seekers,Carnival Is Over,ZPA038,05
Seekers,Georgy Girl,ZPA038,01
Seekers,I'll Never Find Another You,ZPA038,03
Seekers,Island Of Dreams,ZPA038,06
Seekers,Morningtown Ride,ZPA038,04
Seekers,Seekers Medley,ZPA038,12
Seekers,When Will The Good Apples Fall,SFMW910,07
Seekers,World Of Our Own,ZPA038,02
Seether,Breakdown,CBE10-23,17
Seether,Careless Whisper,QH0309,03
Seether,Fake It,PHM0801,05
Seether,Gift,THMR0606,18
Seether,Remedy,SC8934,13
Seether,Rise Above This,CBE09-27,08
Seether And Amy Lee,Broken,SPC037,13
Selecter,On My Radio,SFMW882,05
Selena,Amor Prohibido,PS1222,10
Selena,Boy Like That,SC8257,14
Selena,Captive Heart,PS1222,17
Selena,Como La Flor,PS1222,14
Selena,Donequira Que Estes (Wherever You,PS1222,11
Selena,Dreamin' Of You,PHM9512,08
Selena,Dreaming Of You,SC8212,13
Selena,El Toro Relajo,PS1222,13
Selena,I Could Fall In Love,PS1222,15
Selena,I'm Getting Usedto You,PS1222,16
Selena,Last Dance The Hustle On The Radio,SGB0021,11
Selena,Tu Solo Tu,PS1222,12
Selena Gomez,Come And Get It,ZPP16-1,09
Selena Gomez,Slow Down,ZPP16-2,09
Selena Gomez And The Scene,Falling Down,PHM0912,07
Selena Gomez And The Scene,Love You Like A Love Song,CB5148-03,09
Self Esteem,Offspring,SFID008,11
Selina,I Could Fall In Love,SC8240,01
Seminole,She Knows Me By Heart,SC8394,08
Semisonic,Closing Time,SF152,03
Semisonic,Secret Smile,SFTP06,06
Semisonic,Singing In My Sleep,SF163,06
Sensations,Let Me In,SC8206,12
September,Can't Get Over,SF278,04
September,Cry For You,SFKK28,04
September,Cry For You (You'll Never See Me Ag,SF267,06
Serena Ryder,All For Love,PHM1006,09
Serge Gainsbourg And Jane Bir,Je T'aime (Moi Non Plus),SFMW900,06
Sergio Mendes And Brasil '66,Look Of Love,DKG003,13
Sergio Mendes And Brazil '66,Look Of Love,PI023,16
Sergio Mendes Feat Black Eyed,Mas Que Nade,MRH030,11
Sesame Street,Sing,SC8930,15
Seven,Drunk Chicks,SC8952,05
Seven Mary Three,Cumbersome,SC8233,06
Seven Mary Three,Over Your Shoulder,SC8478,01
Seven Mary Three,Wait,TT075,19
Seven Mary Three,Water's Edge,SC8268,06
Sevendust,Black,SC8662,11
Sevendust,Going Back To Cali,SC8659,14
Sevendust,Licking Cream,SC2262,07
Sewn,Feeling,EZH054,13
Sex Pistols,Anarchy In The Uk,SC2400,07
Sex Pistols,God Save The Queen,SF193,15
Sex Pistols,Pretty Vacant,FIK007,07
Sex Pistol's,Street's Of London,HSW204,09
Sgt Barry Sadler,Ballad Of The Green Berets,SC7560,15
Sh' Jones,Bad Boy,PHM9907,07
Sha Na Na,Blue Moon,SFGD039,11
Sha Na Na,Born To Hand Jive,SFGD039,05
Sha Na Na,Hound Dog,SFGD039,14
Sha Na Na,Tears On My Pillow,SFGD039,09
Sha Na Na,Those Magic Changes,SFGD039,10
Shabba Ranks,Mr Loverman,SF050,09
Shaft,Mucho Mambo Sway,SF149,15
Shaggy,Angel,TT026,01
Shaggy,Boombastic,SF060,06
Shaggy,Dance And Shout,SC8637,07
Shaggy,Freaky Girl,SC8702,13
Shaggy,Hey Sexy Lady,SF197,13
Shaggy,It Wasn't Me,TT026,09
Shaggy,Luv Me Luv Me,KK010,09
Shaggy,Oh Carolina,SF050,08
Shai,Comforter,SC8272,11
Shai,I Don't Wanna Be Alone,SC8286,14
Shai,If I Ever Fall In Love,RC6904,07
Shakatak,Down On The Streets,SF057,10
Shakespear's Sister,Stay,SFMW845,05
Shakespear's Sister,You're History,SFMW907,05
Shakin' Stevens,Best Christmas Of Them All (The),ZKH09,08
Shakin' Stevens,Cry Just A Little Bit,ZPA080,13
Shakin' Stevens,Etter To You,ZPA081,14
Shakin' Stevens,Give Me Your Heart Tonight,ZPA081,09
Shakin' Stevens,Green Door,ZPA080,09
Shakin' Stevens,I'll Be Satisfied,ZPA081,10
Shakin' Stevens,It's Raining,ZPA081,13
Shakin' Stevens,Love Worth Waiting For,ZPA080,12
Shakin' Stevens,Marie Marie,ZPA080,14
Shakin' Stevens,Merry Christmas Everyone,ZKH09,01
Shakin' Stevens,Oh Julie,ZPA080,10
Shakin' Stevens,Shaky Medley 1,ZPA080,16
Shakin' Stevens,Shaky Medley 2,ZPA081,16
Shakin' Stevens,Shirley,ZPA081,11
Shakin' Stevens,Singing The Blues,PX004,08
Shakin' Stevens,Teardrops,ZPA081,12
Shakin' Stevens,This Ole House,ZPA080,08
Shakin' Stevens,Turning Away,ZPA081,08
Shakin' Stevens,You Drive Me Crazy,ZPA080,11
Shakin' Stevens And Bonnie Ty,A Rockin' Good Way,ZKH12,07
Shakin' Stevens And Bonnie Ty,Rockin' Good Way,FIK008,06
Shakira,Don't Bother,THM2006,--
Shakira,Gypsy,QH0327,08
Shakira,Hips Don't Lie,SFKK10,13
Shakira,Illegal,SFKK13,10
Shakira,Moscas En La Casa,SC2230,05
Shakira,Objection,PHM0209,04
Shakira,Objection (Tango),SC8775,15
Shakira,One,PHM0303,08
Shakira,She Wolf,SF284,06
Shakira,Underneath Your Clothes,SPC017,09
Shakira,Waka Waka,SF293,16
Shakira,Whenever Wherever,SPC017,08
Shakira And Wyclef Jean,Hips Don't Lie,SF245,07
Shakira Feat Wyclef Jean,Hips Don't Lie,MRH030,13
Shakira Wyclef Jean,Hips Don't Lie,THM2006,--
Shakria Feat Wyclef Jean,Hips Don't Lie,EZH056,12
Shalamar,Night To Remember,EK039,17
Shalamar,Second Time Around,SC8969,01
Sham 69,Angels With Dirty Faces,SFPL024,11
Sham 69,Borstal Breakout,SFPL024,14
Sham 69,Hersham Boys,SFPL024,15
Sham 69,Hurry Up Harry,SFPL024,13
Sham 69,Hury Up Harry,SF109,11
Sham 69,If The Kids Are United,SFPL024,12
Sham 69,When The Kids Are United,FIK008,02
Shamen,Boss Drum,SFMW885,03
Shamen,Ebeneezer Goode,SFGD032,10
Shamen,Eberneezer Goode,SFMW831,08
Shamen,L S I,SFMW883,06
Shamrocks,Tell Me Ma,SF127,11
Shana Petrone,Heaven Bound,SC8470,14
Shana Petrone,Something Real,SC8570,07
Shana Petrone,This Time,SC8549,05
Shane Filan,Everything To Me,SF332,11
Shane Mcanally,Are Your Eyes Still Blue,SC8549,15
Shane Mcanally,Run Away,SC8630,11
Shane Mcanally,Say Anything,SC8512,12
Shane Minor,I Think You're Beautiful,SC8596,07
Shane Minor,Ordinary Love,SC3152,03
Shane Minor,Slave To The Habit,SC8528,07
Shane Richie,I'm Your Man,SF213,02
Shane Sellers,Matthew Mark Luke And Earnhardt,SC8705,14
Shane Stockton,Gonna Have To Fall,SC8470,07
Shane Stockton,Visions Of A Sunset,SC8254,07
Shane Stockton,What If I'm Right,SC8451,13
Shane Ward,If That's Ok With You,EZH065,16
Shane Ward,No Promises,SF242,15
Shane Ward,No Promises (Tv Edit),EZH054,14
Shane Ward,No U Hang Up,MRH041,01
Shane Ward,Stand By Me,MRH031,03
Shane Ward,That's My Goal,MRH026,01
Shangri Las,Give Him A Great Big Kiss,MM6071,10
Shangri Las,Leader Of The Pack,SPC035,17
Shangri Las,Remember,SAVP027,14
Shangri Las,Remember (Walking In The Sand),MM6071,01
Shangri Las,Remember (Walking In Thesand),SFMW869,12
Shangri Las,Remember Walking In The Sand,SC8399,08
Shania Twain,Any Man Of Mine,TT055,02
Shania Twain,Come On Over,TT048,02
Shania Twain,Dance With The One That Brought You,SC8446,07
Shania Twain,Don't,SF228,10
Shania Twain,Don't Be Stupid,TT048,03
Shania Twain,Forever And For Always,SPC022,14
Shania Twain,From This Moment On,TT048,04
Shania Twain,From This Moment On (Pop Mix),LEG160,01
Shania Twain,God Bless The Child,TT048,06
Shania Twain,Home Ain't Where His Heart Is,SC8446,01
Shania Twain,Honey I'm Home,TT048,07
Shania Twain,I Ain't No Quitter,SC8907,07
Shania Twain,If It Don't Take Two,MM6199,09
Shania Twain,If You're Not In It For Love,SGB0036,09
Shania Twain,If You're Not In It For Love (I'm O,CBSE1,--
Shania Twain,I'm Going To Wash That Man Right Ou,IMPK13,04
Shania Twain,I'm Gonna Getcha Good,ZKH12,04
Shania Twain,I'm Holding On To Love,TT048,09
Shania Twain,I'm Outta Here,TT048,08
Shania Twain,Is There Life After Love,SC8446,10
Shania Twain,Ka Ching,SF204,07
Shania Twain,Love Gets Me Every Time,TT048,10
Shania Twain,Man I Feel Like A Woman,TT048,11
Shania Twain,Man! I Feel Like A Woman,ZLP04,13
Shania Twain,No One Needs To Know,TT048,12
Shania Twain,Noone Needs To Know,IMPK18,14
Shania Twain,Party For 2,SF224,15
Shania Twain,Raining On Our Love,MM6199,14
Shania Twain,Rock This Country,TT048,13
Shania Twain,She's Not Just A Pretty Face,SF217,10
Shania Twain,Thank You Baby,SFMW849,15
Shania Twain,That Don't Impress Me Much,TT048,14
Shania Twain,Up,SPC025,08
Shania Twain,What Made You Say That,SFMW836,09
Shania Twain,When,SF164,01
Shania Twain,Whose Bed Have Your Boot's Been Und,HSW257,10
Shania Twain,Whose Bed Have Your Boots Been Unde,TT048,15
Shania Twain,Woman In Me,LEG159,06
Shania Twain,Woman In Me Needs The Man In You,SGB0019,09
Shania Twain,You Lay A Whole Lot Of Love On Me,SC2039,03
Shania Twain,You Win My Love,SC8446,13
Shania Twain,You're Still The One,TT046,15
Shania Twain,You've Got A Way,SPC003,12
Shania Twain,You've Got A Way (Pop Mix),LEG159,04
Shania Twain And Billy Curri,Party For Two,SC8943,15
Shania Twain And Billy Currin,Party For Two,BH0305,05
Shania Twain And Bryan White,From This Moment On,TT048,05
Shania Twain And Mark Mcgrath,Party For Two,SC8906,01
Shanice,I Love Your Smile,SF002,04
Shanice,Saving Forever For You,PI021,05
Shanice,Take Care Of U,THM2006,--
Shanice,Turn Down The Lights,SC8374,14
Shanice,Yesterday,SC8542,03
Shanks And Bigfoot,Sweet Like Chocolate,SFTP02,12
Shannon,Let The Music Play,SF068,03
Shannon Brown,Baby I Lied,TT071,03
Shannon Brown,Corn Fed,THM2006,--
Shannon Brown,I Won't Lie,SC8498,12
Shannon Brown,Untangle My Heart,SC8753,07
Shannon Curfman,Playing With Fire,SC8618,06
Shannon Curfman,True Friends,SC8587,15
Shannon Lawson,Dream Your Way To Me,SC8779,06
Shannon Lawson,Goodbye On A Bad Day,SC8753,09
Shannon Noll,Come On Aussie Come On,SFKK43,15
Shannon Noll,Drive,SFKK50,12
Shannon Noll,In Pieces,SFKK21,06
Shannon Noll,Lift,SFKK07,04
Shannon Noll,Lonely,SFKK12,15
Shannon Noll,Loud,SFKK19,02
Shannon Noll,Now I Run,SFKK09,16
Shannon Noll,Shine,SFKK06,01
Shannon Noll,Switch Me On,SFKK62,10
Shannon Noll And Natalia Bass,Don't Give Up,SFKK14,03
Shapeshifters,Incredible,SF242,07
Shapeshifters,Lola's Theme,SF221,03
Shapeshifters,Sensitivity,THM2006,--
Sharie Bardo,Crazy Little Thing Called Love,PHM0105,09
Sharissa,Any Other Night,SC8758,10
Sharleen Spiteri,All The Times I Cried,SFMW906,12
Shaun Colvin,When The Rainbow Comes,SC8478,15
Shawaddywaddy,Heartbeat,PX004,05
Shawaddywaddy,Pretty Little Angel Eyes,PX004,03
Shawaddywaddy,Three Steps To Heaven,PX004,01
Shawaddywaddy,When,PX004,10
Shawaddywaddy,You've Got What It Takes,PX004,07
Shawn Camp,Fallin' Never Felt So Good,SAVA011,03
Shawn Colvin,Get Out Of This House,SC8340,08
Shawn Colvin,Nothin On Me,SC8452,13
Shawn Colvin,Sunny Came Home,SC8369,14
Shawn Colvin,You And The Mona Lisa,SC8423,14
Shawn Mullins,Lullaby,SGB0011,12
Shawn Mullins,Shimmer,SC8523,09
Shayne Ward,Breathless,SF262,10
Shayne Ward,Gotta Be Somebody,SF298,13
Shayne Ward,No Promises,MRH029,01
Shayne Ward,Stand By Me,ZPP03-2,08
Shayne Ward,That's My Goal,ZPP02-2,02
Shayne Ward,That's My Goal (X Factor),SF239,01
Shaznay Lewis,I've Never Felt Like This Before,SF220,16
Shaznay Lewis,You,SF223,13
She Moves,Breaking All The Rules,SC8440,08
She Moves,It's Your Love,PHM9804,09
She Wants Revenge,Tear You Apart,THMR0604,17
She Wants Revenge,These Things,THMR0609,17
Sheb Woley,Purple People Eater,JV0008,08
Sheb Wooley,Purple People Eater,TT069,09
Shed Seven,Chasing Rainbows,SFMW869,09
Shed Seven,Disco Down,SF142,07
Shed Seven,She Left Me On A Friday,SFMW834,13
Shedaisy,I Will But,SC8653,12
Shedaisy,I Willbut,SC8590,04
Shedaisy,I'm Taking The Wheel,THM2006,--
Shedaisy,In Terms Of Love,THM2006,--
Shedaisy,Little Good Byes,SC8524,03
Shedaisy,Little Goodbyes,SGB0029,10
Shedaisy,Lucky 4 You (Tonight I'm Just Me),SC8653,09
Shedaisy,Still Holding Out For You,SC8698,09
Shedaisy,This Woman Needs,SGB0029,02
Sheena Easton,Almost Over You,SC7559,06
Sheena Easton,For Your Eyes Only,ZPA026,02
Sheena Easton,I Wouldn't Beg For Water,SC8687,02
Sheena Easton,Lover In Me,PI003,14
Sheena Easton,Machinery,SAVP017,11
Sheena Easton,Modern Girl,CBE10-16,07
Sheena Easton,Morning Train,SFHH05-6,10
Sheena Easton,Morning Train (9 To 5),SGB0058,12
Sheena Easton,Morning Train (Nine To Five),SC8527,08
Sheena Easton,Nearness Of You,SC8246,14
Sheena Easton,Strut,SC8322,04
Sheena Easton,Sugar Walls,SC8777,03
Sheena Easton,When He Shines,SC7547,06
Sheena Easton,You Could Have Been With Me,SC8378,08
Sheik Duncan,She Runs Away,SC3020,07
Sheila B Devotion,Singin' In The Rain,LGK002,11
Sheila E,Glamorous Life,SC8777,07
Sheila E,Love Bizarre,SC8718,05
Shelby Lynn,Tell Me I'm Crazy,SFMW871,14
Shelby Lynne,Another Chance At Love,SC8280,07
Shelby Lynne,Gotta Get Back,SC8637,08
Shelby Lynne,How Can I Be Sure,SC9017,04
Shelby Lynne,Wall In Your Heart,SC8727,13
Shelley Fabares,Johnny Angel,SPC035,20
Shelly Fabares,Johnny Angel,CBSE1,--
Shelly Fairchild,You Don't Lie Here Anymore,SC8907,09
Shelly West,Jose Cuervo,TT043,13
Shelly West,Jose Curevo,SC8136,12
Shelly West And David Frizzel,You're The Reason God Made Oklahoma,CBSE1,--
Shenandoah,All Over But The Shoutin',SC8253,08
Shenandoah,Always Have Always Will,SC8211,02
Shenandoah,Church On Cumberland Road,SC8692,15
Shenandoah,Darned If I Do,SC8171,15
Shenandoah,Darned If I Don't (Danged If I Do),SC8692,07
Shenandoah,Deeper Than That,SC8298,11
Shenandoah,Ghost In The House,SC8157,14
Shenandoah,Ghost In This House,CB90033,04
Shenandoah,Heaven Bound (I'm Ready),SC8189,06
Shenandoah,I Don't Want To Be Loved Like That,SC8103,08
